nf,price,cgubun,drate,cvolume,volume,chetime,y2,py2,y1,py1,x1,px1,x2,px2,o1y2,o1py2,o1y1,o1py1,o1x1,o1px1,o1x2,o1px2,x_y,trdoff,dy1,dx1,dxx,dyy,dxy,sX,sY,sXY,stime,dt,mt,mtm,ns,nsf,PX,PY,PXY,PXYm,nPX,nPY,nPXY,stXY,stXYm,stPX,stPY,stPXY,stPXYm,pindex,pindex1,pindex2,pindex3,apindex_s,apindex_p,s1,s2_s,s2_l,s3_x,s3_y,s5,s6,s7,nsc,sindex,sindex1,aa_trd,bb_prc,cc_pid,dd_sWC,ee_mt,bump,bumpm,abump,abumpm,bumplimit,maxxy,minxy,maxpy,minpy,maxpx,minpx,dif,vola,prc_call,prc_put,prc_c_Shoga1v,prc_c_Bhoga1v,prc_p_Shoga1v,prc_p_Bhoga1v,prc_avg,prc_avg_1000,prc_std_1000,prc_std,prc_std_100,ema_20_prc_std,ema_50_prc_std,ema_200_prc_std,ema_25_prc_std,ema_520_prc_std,prc_sig,prc_in_out_sig,std_prc,std_prc_1000,std_prc_slope,std_prc_slope_200,std_prc_peak,std_prc_peak_1000,std_std_prc,prc_cri,prc_s,prc_b,prc_s_std,prc_s_peak,sum_peak,dxx_20,dyy_20,dxx_20_medi,dyy_20_medi,dxy_20_medi,dxy_20_medi_s,dxy_200_medi,dxy_med_std_50,dxy_med_std,dxy_med_200_s,med_200_sig,dxy_sig,dxy_sig_dmain,dxy_decay,ema_20,ema_50,ema_200,ema_25,ema_520,ema_520_std,rsi,count,count_m,count_m_ave,count_m_avg,count_m_std,std_count_m,std_count_m_peak,count_m_sig,count_m_sig_mode,count_m_per_5,count_m_per_10,count_m_per_40,count_m_per_80,ema_20_count_m,ema_50_count_m,ema_200_count_m,ema_25_count_m,ema_520_count_m,per_medi,cover_signal_2,mode,cvol_sum,cvol_sum_rsi,cvol_c,cvol_c_ave,cvol_c_medi,cvol_c_sig,cvol_c_sig_sum,cvol_c_sig_sum_slope,cvol_m_org,cvol_abs,cvol_m,cvol_m_mean,cvol_m_ave,cvol_m_decay,ema_20_cvol_m,ema_50_cvol_m,ema_200_cvol_m,ema_25_cvol_m,ema_520_cvol_m,cvol_m_sig,cvol_m_sig_a,cvol_m_peak,cvol_m_inv_peak,cvol_m_peak_ox,count_m_start_std,cvol_m_start_std,std_prc_cvol_m,std_std_prc_cvol_m,std_std_prc_cvol_m_max,std_std_prc_cvol_m_min,cvol_s,cvol_s_abs,cvol_s_15,cvol_s_std,cvol_s_avg,cvol_s_std_500,std_cvol_s,cvol_s_peak,cvol_s_peak_2,cvol_s_ave_long,cvol_s_sig,cvol_n,cvol_t,cvol_t_ave,cvol_t_ave_long,cvol_t_decay,cvol_t_t,cvol_t_ox,sXY_s,ee_s,price_mean,price_mean_long,PXY_l,PXY_l2,PXY_l_ave,nPYX,in_signal_prc,in_sig_profit,cvol_m_cri_sum,cvol_m_cri_count,cvol_m_cri_ave,cvol_s_cri_sum_p,cvol_s_cri_count_p,cvol_s_cri_ave_p,cvol_s_cri_sum_m,cvol_s_cri_count_m,cvol_s_cri_ave_m,cvol_t_cri_sum_p,cvol_t_cri_count_p,cvol_t_cri_ave_p,cvol_t_cri_sum_m,cvol_t_cri_count_m,cvol_t_cri_ave_m,cvol_t_cri_ave_ave,dxy_200_cri_sum_p,dxy_200_cri_count_p,dxy_200_cri_ave_p,dxy_200_cri_sum_m,dxy_200_cri_count_m,dxy_200_cri_ave_m,dxy_200_cri_count_dif,count_m_act_sum,count_m_act_count,count_m_act_ave,exed_qty,ave_prc,inp,in_str_1,in_str,cover_by_opt,nfset,Add_Prf,profit_band,prf_able,prf_hit_inv,nowprf,peak_touch,piox,profit,Profit,type,add_count,minus_count,at_test_changed,at_cover_changed,dyna_out_touch,cover_ordered,cover_in_prc,cover_in_time,profit_opt,prf_cover,d_OMain,OrgMain,last_o,cover_order_exed,stat_in_org,stat_out_org,chkForb,time,block_doubl_cover_out,elap,OrdNo,OrdNo_Cov,mean_prc,mean_prc_1000,mode_spot,mode_last,cover_signal,cover_signal_c,last_cover_prc,cover_out_prc,mean_count_m,std_prc_peak_cvol_m,cvol_m_start,count_m_start,count_m_sig_ave,signal_set,test_signal,price_trend,now_trend,last_trend,price_trend_s,test_signal_mode,pre_in_hit,in_hit,in_hit_touch,OrgMain_new,dOrgMain_new_s1,dOrgMain_new_s2,dOrgMain_new_b1,dOrgMain_new_b2,dOrgMain_new_b3,dOrgMain_new_b4,dOrgMain_new_bns,dOrgMain_new_bns2,dOrgMain_new_bns_order,new_bns_mode,nfset_new,inp_new,last_o_new,ave_prc_new,exed_qty_new,Profit_new,type_new,bns_check,add_touch,Indep,std_diff,add_signal,new_signal,y_1+,y_2+,y_3+,y_1,y_2,y_3,ai_spot,ai_long_spot,ai,ai_bns,ai_dbns,ai_long,ai_long_bns,ai_long_dbns,std_std_prc_cvol_m_peak,set_count
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346
