,count_m,cvol_s_p,cvol_s_m,cvol_t_p,cvol_t_m,cvol_m,dxy_200_p,dxy_200_m,prc_std,prc_std_1000,std_std_prc
209,4.652189508998693,0.0737296191654117,0.1022470344618311,73.69982903858397,-65.09561280436033,0.0142988810133591,-13.989427476112384,12.052352925371224,0.222161328372401,0.331804628400653,0.2168419101061534
210,4.514218796880735,0.0694050445642286,0.0839213255122576,69.33737567891386,-66.61766424508065,0.0134068272970359,-15.61945704823683,0.7039456488353576,0.2150489168904641,0.3084484152450089,0.2207117593538048
211,4.102831571944597,0.3210965817313874,0.2947764712264021,45.163538657446566,-90.49602688591143,0.0228654196036257,-48.830199289028656,-39.23550817789111,0.185280902258048,10.553180750642062,0.2234240692317641
212,3.823372002110148,0.1892418498400087,0.1675264890759641,36.65309158481252,-90.54426155377422,0.0158280767573236,-15.63075156318788,-18.349883019884142,0.1791276764433794,5.61724073298405,0.2074939329673424
213,3.728134815047592,0.1616539220446579,0.133228933227573,31.28700226147736,-84.91804038803173,0.0137367704177258,-15.713688230459285,-11.124120344282408,0.1750403945493648,4.541024680200653,0.2079351090996536
214,3.67114797785005,0.1337659551406966,0.1153014167480363,35.284343550653475,-83.55524359151467,0.0123382122425209,-3.0025629042359188,-2.210809301859213,0.1747644588624093,3.815782332768858,0.2067207198555499
215,3.5757097262069126,0.112271415281323,0.1111134750814654,43.34198195272696,-81.03497197572851,0.0117373490091655,-2.070270892815368,6.8352662772872845,0.1768013313028146,3.4360988431673394,0.202568884138582
216,4.204573635722976,0.38258910309135,0.3287622437128495,92.27942980558352,-76.70067162616347,0.0228548196256013,17.923801587301526,3.436552243541384,0.2269226771015391,0.8039783806325758,0.2259604691003786
217,3.7592917684158382,0.2404323729733639,0.2718658848795925,78.91048272715638,-67.69891342857102,0.0177259249272396,-21.6619472148421,50.99443146380217,0.2462911117219687,0.6417679466388658,0.2081987949412003
218,3.552282629275173,0.1862123522131667,0.1748274491356546,67.0764954349355,-92.28965596780203,0.014079232650741,-15.009082063316312,33.573982065093766,0.236115013837289,0.5177524546838562,0.2061034570395077
219,3.290272197380588,0.1195974669046836,0.1531732003713111,62.302962482323686,-83.74903673835449,0.0113801243944648,-2.1947058302591542,26.20838710363535,0.2216540596983207,0.4271740202735684,0.2054390986612698
220,3.1755383360179184,0.0920512307593589,0.1389139629902258,64.38961611719422,-72.92337511818572,0.0101968207209919,8.534745159554603,39.79360935951626,0.2151706442362172,0.3831106953615694,0.2016992484161695
221,6.738753020887402,0.651165318965268,0.6697189911299805,80.5735898634466,-95.17803710839466,0.034904949762628194,-10.042684600525849,15.693287295283428,4.433825114159923,4.960143368643141,0.3173269726452499
222,9.203637704054069,0.5959477072969062,0.6379452512830474,74.25383857989472,-90.83000736857502,0.03113813345961829,-9.227293751011294,14.935751447332025,6.835967426794764,6.673736834531513,0.31614647649764566
223,10.252963929108047,0.5736515517876233,0.6048346265156186,71.46468288278373,-86.58713599654467,0.028939731248969217,-8.943658262027881,14.106964607505102,8.561821277335156,7.939050306750483,0.3064532306115882
224,10.400069828210839,0.5584556902045748,0.6048346265156186,69.56437463513748,-86.58713599654467,0.028321781739689064,-8.702577620980783,14.106964607505102,8.854129494825969,8.45800897657438,0.3062051157272378
225,10.39211115720483,0.5475767887876857,0.6048346265156186,68.1811983946102,-86.58713599654467,0.027875163170437235,-8.532812943299339,14.106964607505102,9.000587633403736,8.7314358186951,0.3053843937464093
226,10.556203410616765,0.5371140668924771,0.6048346265156186,66.91540728754579,-86.58713599654467,0.02744269765644417,-8.369381390242662,14.106964607505102,9.0159960378968,8.795663845862657,0.30899310624090215
